tipo_ordenacao,tamanho_sequencia,tempo_execucao,tipo_sequencia
select_sort,100000,9.651575,aleatorio
insert_sort,100000,5.508556,aleatorio
bubble_sort,100000,29.603717,aleatorio
merge_sort,100000,0.016908,aleatorio
shell_sort,100000,0.018486,aleatorio
quick_sort,100000,0.013086,aleatorio
heap_sort,100000,0.015401,aleatorio
select_sort,100000,9.674057,aleatorio
insert_sort,100000,5.486890,aleatorio
bubble_sort,100000,29.506540,aleatorio
merge_sort,100000,0.016565,aleatorio
shell_sort,100000,0.018105,aleatorio
quick_sort,100000,0.014152,aleatorio
heap_sort,100000,0.015500,aleatorio
select_sort,100000,9.662351,aleatorio
insert_sort,100000,5.514995,aleatorio
bubble_sort,100000,29.483859,aleatorio
merge_sort,100000,0.017136,aleatorio
shell_sort,100000,0.018122,aleatorio
quick_sort,100000,0.013144,aleatorio
heap_sort,100000,0.016181,aleatorio
select_sort,100000,9.721761,aleatorio
insert_sort,100000,5.571767,aleatorio
bubble_sort,100000,29.678845,aleatorio
merge_sort,100000,0.017423,aleatorio
shell_sort,100000,0.018514,aleatorio
quick_sort,100000,0.013915,aleatorio
heap_sort,100000,0.016646,aleatorio
select_sort,100000,9.714044,aleatorio
insert_sort,100000,5.522043,aleatorio
bubble_sort,100000,29.582125,aleatorio
merge_sort,100000,0.016699,aleatorio
shell_sort,100000,0.019438,aleatorio
quick_sort,100000,0.013325,aleatorio
heap_sort,100000,0.015664,aleatorio
select_sort,100000,9.768434,aleatorio
insert_sort,100000,5.594230,aleatorio
bubble_sort,100000,29.766743,aleatorio
merge_sort,100000,0.017073,aleatorio
shell_sort,100000,0.019013,aleatorio
quick_sort,100000,0.013364,aleatorio
heap_sort,100000,0.015797,aleatorio
